no,word-talgalog,word meaning-english,scentence-tagalog,scentence-korean
1649,Konseho,council,Ang Konseho ay nagpasa ng bagong batas.,의회가 새 법안을 통과시켰습니다.
1650,Komisyon,commission,Ang Komisyon ay nagsagawa ng imbestigasyon.,위원회가 조사를 실시했습니다.
1651,Katulad,similar,Katulad sila ng ugali.,그들은 성격이 비슷합니다.
1652,Katipunan,association,Katipunan ng mga mag-aaral.,학생들의 협회입니다.
1653,Kalye,street,Ang kalye ay maluwang.,길이 넓습니다.
1654,Kalendaryong Gregorian,Gregorian calendar,Ang Kalendaryong Gregorian ay ginagamit ngayon.,그레고리력이 지금 사용되고 있습니다.
1655,José,José (name),Si José ay kaibigan ko.,호세는 나의 친구입니다.
1656,Intsik,Chinese,Intsik ang kanyang lolo.,그의 할아버지는 중국인입니다.
1657,Hot,hot,Hot ang panahon ngayon.,날씨가 덥습니다.
1658,Hitler,Hitler,Si Hitler ay isang lider sa kasaysayan.,히틀러는 역사의 한 지도자입니다.
1659,Heneral,general,Si Heneral Luna ay isang bayani.,루나 장군은 영웅입니다.
1660,H.,initial (H),Ang H. ay simula ng pangalan niya.,H는 그의 이름 이니셜입니다.
1661,General,general,Ang General ay mataas na ranggo.,장군은 높은 계급입니다.
1662,GDP,GDP (Gross Domestic Product),Tumaas ang GDP ng bansa.,나라의 GDP가 상승했습니다.
1663,Distrito,district,Ang distrito namin ay malinis.,우리 지역은 깨끗합니다.
1664,Daigdig,world/earth,Ang Daigdig ay umiikot.,지구는 회전합니다.
1665,Central,central,Ang Central Park ay sikat.,센트럴 파크가 유명합니다.
1666,C,letter C,Ang C ay ikatlong titik sa alpabeto.,C는 알파벳의 세 번째 글자입니다.
1667,Buddha,Buddha,Si Buddha ay isang guro.,부처는 스승입니다.
1668,Big,big,Malaki o big ang bahay nila.,그들의 집이 큽니다.
1669,B,letter B,Ang B ay pangalawang titik.,B는 두 번째 글자입니다.
1670,Aklat,book,Ang aklat na ito ay maganda.,이 책이 아름답습니다.
1671,yari,made of,Yari sa kahoy ang mesa.,책상은 나무로 만들어졌습니다.
1672,yaong,that/those,Yaong bahay ay bago.,저 집은 새 것입니다.
1673,y,and (colloquial),Kumain kami ng tinapay at y kape.,우리는 빵과 커피를 먹었습니다.
1674,wiki,wiki,Ang Wikipedia ay isang wiki site.,위키피디아는 위키 사이트입니다.
1675,umunlad,developed,Umunlad ang bayan sa mga nakaraang taon.,마을이 지난 몇 년 동안 발전했습니다.
1676,ugnayan,relationship/connection,Malakas ang ugnayan nila.,그들의 관계가 강합니다.
1677,tribo,tribe,Ang tribo ay may sariling kultura.,부족은 자체 문화를 가지고 있습니다.
1678,tiwala,trust,May tiwala ako sa iyo.,나는 너를 믿습니다.
1679,tisyu,tissue,Gumamit ako ng tisyu sa sipon.,나는 감기에 휴지를 사용했습니다.
1680,tinaguriang,called/named,Tinaguriang bayani si Rizal.,리잘은 영웅이라 불린다.
1681,teatro,theater,Maganda ang palabas sa teatro.,극장 공연이 아름답습니다.
1682,tanong,question,Isang tanong lang ang sinagot ko.,나는 한 질문만 대답했습니다.
1683,system,system,Epektibo ang system ng paaralan.,학교 시스템이 효과적입니다.
1684,sumasaklaw,covering/inclusive,Sumasaklaw ang batas sa lahat.,법은 모든 것을 포함합니다.
1685,sumama,joined,Sumama siya sa aming grupo.,그는 우리 그룹에 합류했습니다.
1686,sugat,wound,Malaki ang sugat sa kanyang braso.,그의 팔에 큰 상처가 있습니다.
1687,sobrang,too much/excessive,Sobrang init ngayon.,오늘 너무 덥습니다.
1688,sinakop,occupied/conquered,Sinakop ng mga Kastila ang Pilipinas.,스페인인들이 필리핀을 점령했습니다.
1689,residente,resident,Ang residente ay mabait.,주민이 친절합니다.
1690,puti,white,Puti ang ulap sa langit.,하늘의 구름이 희다.
1691,pulisya,police,Tumawag kami ng pulisya.,우리는 경찰을 불렀습니다.
1692,protina,protein,Kailangan natin ng protina sa katawan.,우리는 몸에 단백질이 필요합니다.
1693,pondo,fund,Malaki ang pondo ng proyekto.,프로젝트 자금이 많습니다.
1694,pinapayagan,allowed,Pinapayagan ang mga bata maglaro.,아이들이 놀도록 허용된다.
1695,pinansiyal,financial,May problema siya sa pinansiyal.,그는 재정 문제가 있습니다.
1696,papuntang,towards/to,Papuntang paaralan ang bata.,아이가 학교로 가고 있다.
1697,panukala,proposal,Ang panukala ay tinanggap ng lahat.,제안이 모두에게 받아들여졌다.
1698,pantig,syllable,"Ang ""ba"" ay isang pantig.",바는 한 음절입니다.
1699,pantelebisyon,television,Ang pantelebisyon ay nasa sala.,텔레비전이 거실에 있습니다.
1700,panitikang,literary,Ang panitikang Filipino ay kayamanan.,필리핀 문학은 보물입니다.
1701,panghimpapawid,broadcasting/radio,Ang panghimpapawid ay mahalaga sa balita.,방송은 뉴스에 중요합니다.
1702,pangangalaga,care or custody provided to someone or something,Nasa pangangalaga ng ina ang sanggol.,엄마의 돌봄 속에 아기가 있습니다.
1703,pang-araw-araw,daily; occurring every day,Ang pang-araw-araw na gawain niya ay magluto.,그녀의 일상적인 활동은 요리하는 것입니다.
1704,pandagat,relating to the sea or ocean,Ang pandagat na hayop ay lumalangoy sa malalim.,해양 동물이 깊은 곳에서 헤엄칩니다.
1705,pambihirang,extraordinary or rare,Ito ay isang pambihirang pagkakataon.,이것은 특별한 기회입니다.
1706,palasyo,a large and impressive residence for royalty or nobility,Ang palasyo ay may maraming kwarto.,그 궁전에는 많은 방이 있습니다.
1707,pakikipagtalik,sexual intercourse,Ang pakikipagtalik ay isang pribadong bagay.,성관계는 사적인 일입니다.
1708,pagtukoy,the act of identifying or specifying something,Nagbigay siya ng pagtukoy sa tamang sagot.,그는 정답을 특정했습니다.
1709,pagtatanghal,a performance or presentation shown to an audience,Ang pagtatanghal ay nagsimula nang maaga.,공연은 일찍 시작되었습니다.
1710,pagtakbo,the act of running,Nakita ko ang pagtakbo ni Maria papunta sa akin.,나는 마리아가 나를 향해 뛰어오는 것을 보았습니다.
1711,pagsusulat,the act of writing,Ang pagsusulat ay isang mahusay na kasanayan.,글쓰기는 훌륭한 기술입니다.
1712,pagsisimula,the beginning or start of something,Ang pagsisimula ng klase ay alas otso.,수업의 시작은 8시입니다.
1713,pagsasanib,merging or combining into one,Ang pagsasanib ng dalawang kumpanya ay matagumpay.,두 회사의 합병은 성공적이었습니다.
1714,pagssaayos,the act of organizing or arranging,Ang pagssaayos ng mga dokumento ay kailangan.,문서 정리가 필요합니다.
1715,pagpasok,the act of entering,Ang pagpasok sa silid ay bawal.,방에 들어가는 것은 금지되어 있습니다.
1716,pagpapaunlad,development or improvement,Ang pagpapaunlad ng ekonomiya ay mahalaga.,경제 발전은 중요합니다.
1717,pagkakamali,a mistake or error,Ang pagkakamali ay natural sa tao.,실수는 인간에게 자연스럽습니다.
1718,pagkakakilanlan,identity or identification,Ang pagkakakilanlan niya ay kumpirmado.,그의 신원이 확인되었습니다.
1719,online,connected to or available through the internet,Ang klase ay ginanap online.,수업은 온라인으로 진행되었습니다.
1720,nawawala,lost or missing,Nawawala ang aking pitaka.,내 지갑이 없어졌습니다.
1721,natin,ours (inclusive),Ang bahay ay atin.,그 집은 우리 것입니다.
1722,nasugatan,got injured,Nasugatan siya habang naglalaro.,그는 놀다가 다쳤습니다.
1723,nasasakupan,jurisdiction or scope covered,Ang nasasakupan ng batas ay malawak.,법의 적용 범위는 넓습니다.
1724,namuno,led or took the lead,Siya ang namuno sa pagkilos.,그는 운동을 주도했습니다.
1725,namamahala,managing or administering,Siya ang namamahala ng kumpanya.,그는 회사를 관리하고 있습니다.
1726,nakasulat,written or stated in writing,Nakasulat sa papel ang mensahe.,종이에 메시지가 적혀 있습니다.
1727,nakarating,arrived or reached,Nakarating na siya sa bahay.,그가 집에 도착했습니다.
1728,naiulat,was reported,Naiulat ang insidente sa balita.,그 사건이 뉴스에 보도되었습니다.
1729,nagtala,recorded or noted,Nagtala ang guro ng mga pangalan.,선생님이 이름들을 기록했습니다.
1730,nagsasabi,saying or stating,Nagsasabi siya ng totoo.,그는 진실을 말하고 있습니다.
1731,nagsagawa,conducted or carried out,Nagsagawa sila ng imbestigasyon.,그들은 조사를 수행했습니다.
1732,nagpunta,went,Nagpunta kami sa palengke.,우리는 시장에 갔습니다.
1733,nagpapaliwanag,explaining,Nagpapaliwanag ang guro sa aralin.,선생님이 수업을 설명하고 있습니다.
1734,naglalarawan,describing or depicting,Naglalarawan ang pinta ng kalikasan.,그림이 자연을 묘사하고 있습니다.
1735,naghahanap,searching or looking for,Naghahanap siya ng trabaho.,그는 직장을 찾고 있습니다.
1736,nagdadala,bringing or carrying,Nagdadala siya ng mabigat na bag.,그는 무거운 가방을 들고 있습니다.
1737,nagawang,was able to do or accomplish,Nagawang tapusin ang proyekto.,그는 프로젝트를 완수할 수 있었습니다.
1738,nag-aalok,offering or proposing,Nag-aalok siya ng tulong.,그는 도움을 제공하고 있습니다.
1739,musikal,musical or related to music,Ang palabas ay isang musikal.,그 쇼는 뮤지컬입니다.
1740,modelong,model or example,Ang modelong bahay ay maganda.,모델하우스가 아름답습니다.
1741,media,the means of communication like TV and internet,Ang media ay may malaking impluwensiya.,미디어는 큰 영향력을 가지고 있습니다.
1742,matatag,stable or strong,Ang pundasyon ay matatag.,그 토대는 견고합니다.
1743,matataas,tall or high,Ang mga gusali ay matataas.,그 건물들은 높습니다.
1744,matanda,old or elderly,Ang matandang lalaki ay naglalakad.,늙은 남자가 걷고 있습니다.
1745,marahil,perhaps or maybe,Marahil ay umulan mamaya.,어쩌면 곧 비가 올 것입니다.
1746,mali,wrong or incorrect,Ang sagot ay mali.,그 답변은 틀렸습니다.
1747,malaman,to know or be aware,Malaman mo ang katotohanan.,너는 진실을 알게 될 것이다.
1748,makilala,to be recognized or known,Nais niyang makilala sa industriya.,그는 업계에서 인정받고 싶어 합니다.
1749,makabuo,to create or form,Makabuo tayo ng bagong ideya.,새로운 아이디어를 만들어 냅시다.
1750,mainam,good or fine,Ang panahon ay mainam ngayon.,오늘 날씨는 좋습니다.
1751,magkakaibang,different or varied,Ang mga kulay ay magkakaibang-magkakaiba.,색깔들이 다양합니다.
1752,mag-asawa,married couple,Ang mag-asawa ay masaya.,부부는 행복합니다.
1753,mabuhay,to live or survive,Mabuhay sa kapayapaan.,평화롭게 살자.
1754,lupon,committee or group,Ang lupon ay nagpulong kahapon.,위원회는 어제 모였습니다.
1755,lupang,land or soil,Ang lupang sakahan ay mabunga.,농지는 비옥합니다.
1756,lumaon,later on or eventually,Lumaon ay naging matagumpay siya.,결국 그는 성공했습니다.
1757,lumalabas,going out or coming out,Lumalabas siya ng bahay.,그는 집을 나갑니다.
1758,lumago,to grow or flourish,Lumago ang negosyo.,사업이 성장했습니다.
1759,luklukan,seat or throne,Ang luklukan ng hari ay ginto.,왕의 왕좌는 금으로 만들어졌습니다.
1760,lipunang,social or societal,Ang lipunang ito ay kailangan ng pagbabago.,이 사회는 변화가 필요합니다.
1761,likuran,back or rear,Ang likuran ng bahay ay may hardin.,집 뒤쪽에 정원이 있습니다.
1762,liham,letter or written message,Nakatanggap siya ng liham.,그는 편지를 받았습니다.
1763,lansangan,street or road,Maraming sasakyan sa lansangan.,도로에 차가 많습니다.
1764,kunin,to take or get,Kunin mo ang aklat sa mesa.,테이블 위의 책을 가져와.
1765,kumukuha,taking or getting,Kumukuha siya ng litrato.,그는 사진을 찍고 있습니다.
1766,kulturang,cultural,Ang kulturang Pilipino ay mayaman.,필리핀 문화는 풍부합니다.
1767,krisis,crisis or emergency,Dumating ang krisis sa bansa.,국가에 위기가 찾아왔습니다.
1768,krimen,crime or offense,Nagawa niya ang krimen.,그는 범죄를 저질렀습니다.
1769,korte,court or judicial body,Dumating ang kaso sa korte.,그 사건이 법정에 도달했습니다.
1770,kong,my or I (possessive),Ang aklat na ito ay kong sarili.,이 책은 나의 것입니다.
1771,kondado,county or district,Ang kondado ay may sariling pamahalaan.,그 군(county)은 자체 정부를 가지고 있습니다.
1772,koleksyon,collection or set,Ang koleksyon ng mga barya ay mahalaga.,동전 모음이 귀중합니다.
1773,kinasasangkutan,involved or participated in,Ang isyu ay kinasasangkutan ng marami.,그 이슈에는 많은 사람들이 관여하고 있습니다.
1774,kinakailangang,necessary or required,Kinakailangang mag-aral para sa pagsusulit.,시험을 위해 공부하는 것이 필요합니다.
1775,kilusang,movement or campaign,Ang kilusang ito ay para sa kalikasan.,이 운동은 환경을 위한 것입니다.
1776,kaya’t,therefore or so,Kaya’t nagpasya siyang umalis.,그래서 그는 떠나기로 결정했습니다.
1777,katedral,cathedral or large church,Ang katedral ay nasa gitna ng lungsod.,대성당은 도심에 있습니다.
1778,katauhan,personality or identity,Ang kanyang katauhan ay mabuti.,그의 인격은 선량합니다.
1779,kasarian,gender or sex,Ang kasarian ng sanggol ay lalaki.,아기의 성별은 남자입니다.
1780,kasangkapan,equipment or tool,Ang kasangkapan ay nasa loob ng kotse.,장비가 차 안에 있습니다.
1781,kapanganakan,birth or being born,Ang kapanganakan ni Jesus ay ipinagdiriwang.,예수님의 탄생이 축하받습니다.
1782,kantang,song or musical piece,Ang kantang ito ay paborito ko.,이 노래는 나의 최애곡입니다.
1783,kani-kanilang,their own (plural),Ang kani-kanilang opinyon ay iba-iba.,그들 각자의 의견이 다릅니다.
1784,kaligtasan,safety or salvation,Nasa kaligtasan na sila ngayon.,그들은 지금 안전에 있습니다.
1785,kahalagahan,importance or value,Ang kahalagahan ng edukasyon ay malaki.,교육의 중요성은 크다.
1786,kagubatan,forest or woodland,Ang kagubatan ay tahanan ng maraming hayop.,숲은 많은 동물들의 집입니다.
1787,kada,each or per,Kada bata ay may laruang dala.,각 아이는 장난감을 가지고 있습니다.
1788,kaarawan,birthday or day of birth,Ang kaarawan niya ay sa Hulyo.,그의 생일은 7월입니다.
1789,istorya,story or narrative,Ang istorya ay kawili-wili.,이야기가 흥미롭습니다.
1790,isip,mind or thought,Ang kanyang isip ay malinaw.,그의 생각은 명확합니다.
1791,ipinangalan,named after,Ipinangalan sa kanya ang sanggol.,아기에게 그녀의 이름을 붙였습니다.
1792,ipinagdiriwang,celebrated or commemorated,Ipinagdiriwang ang pista bawat taon.,축제가 매년 열립니다.
1793,iniulat,was reported,Iniulat sa balita ang insidente.,그 사건이 뉴스에 보도되었습니다.
1794,inanunsyo,was announced,Inanunsyo ang resulta kahapon.,결과가 어제 발표되었습니다.
1795,imperyong,empire or imperial,Ang imperyong Romano ay malawak.,로마 제국은 광대했다.
